numero_ordre,cooperative,code_plantation,code_producteur,autres_codes,superficie_cacao_ha,rendement_kg_ha,estimation_kg,variete_cacao,gerant,nom_gerant,latitude,longitude,donnees_polygonales
274,A,FT/084-S5504-P001,FT/084-S5504,,1.61,674.5341614906832,1086,Tout Venant,Non,,6.3317027,-5.1496607,
275,A,FT/084-S5505-P001,FT/084-S5505,,1.37,674.4525547445255,924,Tout Venant,Non,,6.326054,-5.1538849,
276,A,FT/084-D731-P001,FT/084-D731,,1.81,674.585635359116,1221,Tout Venant,Non,,6.4337387,-5.117336,
277,A,FT/084-D734-P001,FT/084-D734,,1.34,674.6268656716418,904,Tout Venant,Non,,6.4228598,-5.1091095,
278,A,FT/084-T002-P001,FT/084-T002,,1.37,674.4525547445255,924,Tout Venant,Non,,6.4108399,-5.1119378,
279,A,FT/084-T134-P001,FT/084-T134,,2.089,674.9640976543801,1410,Tout Venant,Non,,6.4016682,-5.1215566,
280,A,FT/084-T162-P001,FT/084-T162,,1.95,674.8717948717949,1316,Tout Venant,Non,,6.4150195,-5.1139956,
281,A,FT/084-T1980-P001,FT/084-T1980,,2.679,674.8786860768944,1808,Tout Venant,Non,,6.4217671,-5.120663,
282,A,FT/084-T2051-P001,FT/084-T2051,,3.639,674.9106897499313,2456,Tout Venant,Non,,6.4097513,-5.1171169,
283,A,FT/084-T2475-P001,FT/084-T2475,,3.161,674.7864599810187,2133,Tout Venant,Non,,6.400808,-5.1346063,
284,A,FT/084-T2477-P001,FT/084-T2477,,1.0,675.0,675,Tout Venant,Non,,6.4201917,-5.1202215,
285,A,FT/084-T2480-P001,FT/084-T2480,,1.56,678.8461538461538,1059,Tout Venant,Non,,6.4330757,-5.1236106,
286,A,FT/084-T2482-P001,FT/084-T2482,,5.196,674.9422632794458,3507,Tout Venant,Non,,6.3999779,-5.120233,
287,A,FT/084-T2485-P001,FT/084-T2485,,2.385,674.6331236897275,1609,Tout Venant,Non,,6.4173351,-5.1245679,
288,A,FT/084-T2486-P001,FT/084-T2486,,1.81,677.9005524861878,1227,Tout Venant,Non,,6.4018385,-5.1336899,
289,A,FT/084-T2496-P001,FT/084-T2496,,4.346,674.8734468476761,2933,Tout Venant,Non,,6.4128061,-5.1214388,
290,A,FT/084-T2500-P001,FT/084-T2500,,1.2,679.1666666666667,815,Tout Venant,Non,,6.4029787,-5.1275564,
291,A,FT/084-T2502-P001,FT/084-T2502,,1.51,674.8344370860927,1019,Tout Venant,Non,,6.4343207,-5.1230792,
292,A,FT/084-T2503-P001,FT/084-T2503,,1.67,678.4431137724551,1133,Tout Venant,Non,,6.4328933,-5.1177669,
293,A,FT/084-T2511-P001,FT/084-T2511,,3.25,674.7692307692307,2193,Tout Venant,Non,,6.4135371,-5.1106372,
294,A,FT/084-T2512-P001,FT/084-T2512,,2.745,674.6812386156648,1852,Tout Venant,Non,,6.4228085,-5.1115398,
295,A,FT/084-T2518-P001,FT/084-T2518,,4.207,674.8276681720941,2839,Tout Venant,Non,,6.417816,-5.1170633,
296,A,FT/084-T2547-P001,FT/084-T2547,,2.093,674.629718107979,1412,Tout Venant,Non,,6.415854,-5.1129748,
297,A,FT/084-T2550-P001,FT/084-T2550,,1.71,674.8538011695906,1154,Tout Venant,Non,,6.4328569,-5.1171603,
298,A,FT/084-T2551-P001,FT/084-T2551,,3.551,674.7395099971839,2396,Tout Venant,Non,,6.4051144,-5.1234271,
299,A,FT/084-T2555-P001,FT/084-T2555,,1.96,677.0408163265306,1327,Tout Venant,Non,,6.4345318,-5.1171211,
300,A,FT/084-T286-P001,FT/084-T286,,2.716,674.8895434462444,1833,Tout Venant,Non,,6.4006902,-5.1215406,
301,A,FT/084-T305-P001,FT/084-T305,,1.14,679.8245614035088,775,Tout Venant,Non,,6.4213529,-5.1196732,
302,A,FT/084-T3053-P001,FT/084-T3053,,2.33,674.6781115879828,1572,Tout Venant,Non,,6.4086104,-5.1218131,
303,A,FT/084-T465-P001,FT/084-T465,,1.76,675.0,1188,Tout Venant,Non,,6.4206684,-5.1185532,
304,A,FT/084-T483-P001,FT/084-T483,,2.07,674.8792270531402,1397,Tout Venant,Non,,6.4246673,-5.1082827,
305,A,FT/084-T841-P001,FT/084-T841,,1.89,675.1322751322751,1276,Tout Venant,Non,,6.4315193,-5.1130324,
306,A,FT/084-T842-P001,FT/084-T842,,5.387,674.9582327826249,3636,Tout Venant,Non,,6.4229654,-5.1223528,
307,A,FT/084-T847-P001,FT/084-T847,,7.306,674.9247194087052,4931,Tout Venant,Non,,6.400468,-5.1287982,
308,A,FT/084-T908-P001,FT/084-T908,,1.74,674.7126436781609,1174,Tout Venant,Non,,6.4352497,-5.1182866,
309,A,FT/084-T913-P001,FT/084-T913,,1.4,675.7142857142858,946,Tout Venant,Non,,6.3937566,-5.1371406,
310,A,FT/084-T915-P001,FT/084-T915,,1.09,679.8165137614678,741,Tout Venant,Non,,6.4044767,-5.1220852,
311,A,FT/084-T920-P001,FT/084-T920,,1.9,674.7368421052632,1282,Tout Venant,Non,,6.3951132,-5.1385923,
312,A,FT/084-T925-P001,FT/084-T925,,2.485,674.8490945674044,1677,Tout Venant,Non,,6.4247896,-5.1233876,
313,A,FT/084-T3037-P001,FT/084-T3037,,1.6,676.875,1083,Tout Venant,Non,,6.4223671,-5.107503,
314,A,FT/084-T3039-P001,FT/084-T3039,,1.22,678.688524590164,828,Tout Venant,Non,,6.4095986,-5.1117721,
315,A,FT/084-T3043-P001,FT/084-T3043,,1.5,674.6666666666666,1012,Tout Venant,Non,,6.4187766,-5.1170693,
316,A,FT/084-T3050-P001,FT/084-T3050,,1.28,676.5625,866,Tout Venant,Non,,6.4144262,-5.1128816,
317,A,FT/084-T3051-P001,FT/084-T3051,,4.095,674.969474969475,2764,Tout Venant,Non,,6.4099936,-5.1159356,
318,A,FT/084-T3054-P001,FT/084-T3054,,1.1,674.5454545454545,742,Tout Venant,Non,,6.414451,-5.1096458,
319,A,FT/084-T3056-P001,FT/084-T3056,,1.93,677.2020725388601,1307,Tout Venant,Non,,6.4337549,-5.122653,
320,A,FT/084-T3060-P001,FT/084-T3060,,2.545,674.6561886051081,1717,Tout Venant,Non,,6.4254736,-5.1098149,
321,A,FT/084-T3062-P001,FT/084-T3062,,1.7,677.0588235294118,1151,Tout Venant,Non,,6.4256636,-5.1139689,
322,A,FT/084-T3068-P001,FT/084-T3068,,1.29,677.5193798449612,874,Tout Venant,Non,,6.4115752,-5.1132561,
323,A,FT/084-T5551-P001,FT/084-T5551,,1.41,674.468085106383,951,Tout Venant,Non,,6.3867162,-5.2028109,
324,A,FT/084-T5556-P001,FT/084-T5556,,1.84,675.0,1242,Tout Venant,Non,,6.3701271,-5.1918629,
325,A,FT/084-T1463-P001,FT/084-T1463,,3.683,674.9932120553897,2486,Tout Venant,Non,,6.3884437,-5.1914661,
326,A,FT/084-T1468-P001,FT/084-T1468,,3.652,674.972617743702,2465,Tout Venant,Non,,6.3834082,-5.1949072,
327,A,FT/084-T1741-P001,FT/084-T1741,,1.46,678.082191780822,990,Tout Venant,Non,,6.3854479,-5.1962786,
328,A,FT/084-N5449-P001,FT/084-N5449,,3.57124710056,674.8342895741079,2410,Tout Venant,Non,,6.2669043,-5.0968522,
329,A,FT/084-N5456-P001,FT/084-N5456,,3.58764168947,674.816553477405,2421,Tout Venant,Non,,6.2559804,-5.0945885,
330,A,FT/084-N5458-P001,FT/084-N5458,,3.77809472738,674.9433733146102,2550,Tout Venant,Non,,6.2660585,-5.0946956,
331,A,FT/084-N5443-P001,FT/084-N5443,,4.22172546948,674.8425544475108,2849,Tout Venant,Non,,6.263274,-5.0979336,
332,A,FT/084-N5447-P001,FT/084-N5447,,2.98,674.8322147651007,2011,Tout Venant,Non,,6.2769554,-5.1026245,
333,A,FT/084-N2815-P001,FT/084-N2815,,2.09111768098,674.7587727051001,1411,Tout Venant,Non,,6.2757422,-5.1094055,
334,A,FT/084-N5446-P001,FT/084-N5446,,1.38,676.0869565217392,933,Tout Venant,Non,,6.2856415,-5.1155023,
335,A,FT/084-N5448-P001,FT/084-N5448,,6.53970759775,674.9537244629479,4414,Tout Venant,Non,,6.2657116,-5.1195049,
336,A,FT/084-N2837-P001,FT/084-N2837,,2.73771574975,674.650025360983,1847,Tout Venant,Non,,6.288271,-5.1195509,
337,A,FT/084-N1571-P001,FT/084-N1571,,3.1,674.8387096774194,2092,Tout Venant,Non,,6.2792865,-5.1134364,
338,A,FT/084-N1577-P001,FT/084-N1577,,5.04,675.0,3402,Tout Venant,Non,,6.2887784,-5.1154765,
339,A,FT/084-N5455-P001,FT/084-N5455,,3.27983771781,674.7285050059292,2213,Tout Venant,Non,,6.2744327,-5.113184,
340,A,FT/084-N2836-P001,FT/084-N2836,,5.11899193552,674.9375743349423,3455,Tout Venant,Non,,6.2743556,-5.1095592,
341,A,FT/084-N2817-P001,FT/084-N2817,,3.02,674.8344370860927,2038,Tout Venant,Non,,6.2930671,-5.1152254,
342,A,FT/084-T893-P001,FT/084-T893,,3.45238054797,674.8966307813431,2330,Tout Venant,Non,,6.3960797,-5.1369429,
343,A,FT/084-K5143-P001,FT/084-K5143,,1.63,678.5276073619632,1106,Tout Venant,Non,,6.4129148,-5.2041242,
344,A,FT/084-K5148-P001,FT/084-K5148,,1.51,674.8344370860927,1019,Tout Venant,Non,,6.4118911,-5.2012661,
345,A,FT/084-T491-P001,FT/084-T491,,1.84,675.0,1242,Tout Venant,Non,,6.4192435,-5.1201023,
346,A,FT/084-T5520-P001,FT/084-T5520,,6.50090105261,674.9833545364137,4388,Tout Venant,Non,,6.4186452,-5.1339995,
347,A,FT/084-T461-P001,FT/084-T461,,3.56606136875,674.9743627782037,2407,Tout Venant,Non,,6.4254565,-5.1063158,
348,A,FT/084-T5541-P001,FT/084-T5541,,1.46,676.7123287671233,988,Tout Venant,Non,,6.4249718,-5.1156872,
349,A,FT/084-T489-P001,FT/084-T489,,1.04,677.8846153846154,705,Tout Venant,Non,,6.4135101,-5.1124092,
350,A,FT/084-T3042-P001,FT/084-T3042,,2.43693460107,674.6180218698355,1644,Tout Venant,Non,,6.4142323,-5.1115393,
351,A,FT/084-K5153-P001,FT/084-K5153,,1.86,677.9569892473118,1261,Tout Venant,Non,,6.4101036,-5.200621,
352,A,FT/084-N5391-P001,FT/084-N5391,,2.65497542954,674.9591653699339,1792,Tout Venant,Non,,6.3488073,-5.1155165,
353,A,FT/084-N5394-P001,FT/084-N5394,,1.36,677.2058823529411,921,Tout Venant,Non,,6.3427225,-5.1432009,
354,A,FT/084-G4974-P001,FT/084-G4974,,1.33,677.4436090225563,901,Tout Venant,Non,,6.3482966,-5.1248366,
355,A,FT/084-G4971-P001,FT/084-G4971,,2.24897949748,674.9728050882328,1518,Tout Venant,Non,,6.3525135,-5.1470064,
356,A,FT/084-G4969-P001,FT/084-G4969,,1.35,676.2962962962963,913,Tout Venant,Non,,6.3744853,-5.1276749,
357,A,FT/084-G4975-P001,FT/084-G4975,,2.97410324292,674.825261960143,2007,Tout Venant,Non,,6.365654,-5.1348941,
358,A,FT/084-G4972-P001,FT/084-G4972,,1.21,675.2066115702479,817,Tout Venant,Non,,6.365001,-5.1405135,
359,A,FT/084-G4968-P001,FT/084-G4968,,2.95082699813,674.7261026355451,1991,Tout Venant,Non,,6.3644943,-5.1381227,
360,A,FT/084-G4970-P001,FT/084-G4970,,2.98728388777,674.8605340970587,2016,Tout Venant,Non,,6.3580905,-5.1409293,
361,A,FT/084-T5552-P001,FT/084-T5552,,1.29,675.968992248062,872,Tout Venant,Non,,6.3769616,-5.1947566,
362,A,FT/084-T5558-P001,FT/084-T5558,,1.44,677.7777777777778,976,Tout Venant,Non,,6.3923945,-5.1909585,
363,A,FT/084-T5559-P001,FT/084-T5559,,1.23,677.2357723577236,833,Tout Venant,Non,,6.3915148,-5.1905327,
364,A,FT/084-T5561-P001,FT/084-T5561,,1.93,677.7202072538861,1308,Tout Venant,Non,,6.3926624,-5.1943013,
365,A,FT/084-T5555-P001,FT/084-T5555,,1.71,676.0233918128655,1156,Tout Venant,Non,,6.3996527,-5.2036156,
366,A,FT/084-T5547-P001,FT/084-T5547,,1.14,679.8245614035088,775,Tout Venant,Non,,6.389478,-5.1944298,
367,A,FT/084-T5549-P001,FT/084-T5549,,1.14,678.0701754385965,773,Tout Venant,Non,,6.3908345,-5.1955101,
368,A,FT/084-G5052-P001,FT/084-G5052,,3.56239128907,674.8276101437441,2404,Tout Venant,Non,,6.3794379,-5.1337966,
369,A,FT/084-G2019-P001,FT/084-G2019,,4.4,675.0,2970,Tout Venant,Non,,6.3761591,-5.1338214,
370,A,FT/084-G5017-P001,FT/084-G5017,,2.10811634813,674.5358249611708,1422,Tout Venant,Non,,6.3771034,-5.1327308,
371,A,FT/084-G1944-P001,FT/084-G1944,,2.70759039814,674.7697145236856,1827,Tout Venant,Non,,6.3779847,-5.131853,
372,A,FT/084-G5025-P001,FT/084-G5025,,1.42,675.3521126760563,959,Tout Venant,Non,,6.3793961,-5.1390361,
373,A,FT/084-G5039-P001,FT/084-G5039,,1.72,677.3255813953489,1165,Tout Venant,Non,,6.3791681,-5.1454876,
374,A,FT/084-G5042-P001,FT/084-G5042,,1.69,678.1065088757397,1146,Tout Venant,Non,,6.3822892,-5.1414373,
375,A,FT/084-T5554-P001,FT/084-T5554,,1.98,675.7575757575758,1338,Tout Venant,Non,,6.3809921,-5.1941971,
376,A,FT/084-T5546-P001,FT/084-T5546,,1.8,677.7777777777777,1220,Tout Venant,Non,,6.3736642,-5.1860404,
377,A,FT/084-T5548-P001,FT/084-T5548,,1.99,675.8793969849246,1345,Tout Venant,Non,,6.3903706,-5.1977554,
378,A,FT/084-T5550-P001,FT/084-T5550,,1.14,675.4385964912282,770,Tout Venant,Non,,6.3921918,-5.1995374,
379,A,FT/084-T5553-P001,FT/084-T5553,,1.76,676.1363636363636,1190,Tout Venant,Non,,6.3831853,-5.2067593,
380,A,FT/084-T5557-P001,FT/084-T5557,,1.67,677.8443113772455,1132,Tout Venant,Non,,6.3836419,-5.2064062,
381,A,FT/084-T1446-P001,FT/084-T1446,,1.67,677.8443113772455,1132,Tout Venant,Non,,6.3846265,-5.2054591,
382,A,FT/084-T5560-P001,FT/084-T5560,,1.35,678.5185185185185,916,Tout Venant,Non,,6.4226216,-5.1857117,
383,A,FT/084-K5159-P001,FT/084-K5159,,2.98241361732,674.9566821683452,2013,Tout Venant,Non,,6.4201891,-5.2103832,
384,A,FT/084-K5158-P001,FT/084-K5158,,1.61,677.0186335403727,1090,Tout Venant,Non,,6.4155159,-5.2094809,
385,A,FT/084-K5149-P001,FT/084-K5149,,1.74,677.5862068965517,1179,Tout Venant,Non,,6.4321188,-5.1996491,
386,A,FT/084-K5152-P001,FT/084-K5152,,1.13,678.7610619469027,767,Tout Venant,Non,,6.4244425,-5.1969329,
387,A,FT/084-G5030-P001,FT/084-G5030,,1.81,676.7955801104972,1225,Tout Venant,Non,,6.4313726,-5.1463928,
388,A,FT/084-G5031-P001,FT/084-G5031,,1.88,678.1914893617021,1275,Tout Venant,Non,,6.4440185,-5.1409553,
389,A,FT/084-G5027-P001,FT/084-G5027,,3.02098139388,674.9462291064324,2039,Tout Venant,Non,,6.4262253,-5.1474605,
390,A,FT/084-G5035-P001,FT/084-G5035,,2.04105503048,674.6510894790365,1377,Tout Venant,Non,,6.4059789,-5.1674561,
391,A,FT/084-G5032-P001,FT/084-G5032,,1.74,678.1609195402299,1180,Tout Venant,Non,,6.3989805,-5.1318307,
392,A,FT/084-G5028-P001,FT/084-G5028,,1.49,678.5234899328859,1011,Tout Venant,Non,,6.3870986,-5.1490539,
393,A,FT/084-G5041-P001,FT/084-G5041,,2.74384478595,674.9652930381712,1852,Tout Venant,Non,,6.4133132,-5.1399945,
394,A,FT/084-G5020-P001,FT/084-G5020,,2.42,674.7933884297521,1633,Tout Venant,Non,,6.4153863,-5.1407719,
395,A,FT/084-G5049-P001,FT/084-G5049,,1.58,677.8481012658227,1071,Tout Venant,Non,,6.4007543,-5.1545892,
396,A,FT/084-G5043-P001,FT/084-G5043,,3.93863347065,674.8533520082399,2658,Tout Venant,Non,,6.3999998,-5.1747169,
397,A,FT/084-G5033-P001,FT/084-G5033,,1.76,676.7045454545455,1191,Tout Venant,Non,,6.4023397,-5.1734227,
398,A,FT/084-G5029-P001,FT/084-G5029,,1.1,679.090909090909,747,Tout Venant,Non,,6.40607,-5.1623964,
399,A,FT/084-K012-P001,FT/084-K012,,1.61,677.0186335403727,1090,Tout Venant,Non,,6.4916811,-5.2898633,
400,A,FT/084-K5110-P001,FT/084-K5110,,1.41,678.7234042553192,957,Tout Venant,Non,,6.4387571,-5.2995123,
401,A,FT/084-K5106-P001,FT/084-K5106,,2.38134381559,674.829056383801,1607,Tout Venant,Non,,6.4527536,-5.2981359,
402,A,FT/084-K5102-P001,FT/084-K5102,,1.7,675.8823529411765,1149,Tout Venant,Non,,6.4523561,-5.2972011,
403,A,FT/084-K005-P001,FT/084-K005,,1.13,677.8761061946904,766,Tout Venant,Non,,6.4462116,-5.2997261,
404,A,FT/084-K5157-P001,FT/084-K5157,,1.17,677.7777777777778,793,Tout Venant,Non,,6.4262098,-5.1814243,
405,A,FT/084-K5155-P001,FT/084-K5155,,1.22,675.4098360655738,824,Tout Venant,Non,,6.4107974,-5.1915774,
406,A,FT/084-K5154-P001,FT/084-K5154,,1.86,676.8817204301075,1259,Tout Venant,Non,,6.4110823,-5.2052189,
407,A,FT/084-K5150-P001,FT/084-K5150,,1.48,675.6756756756757,1000,Tout Venant,Non,,6.410152,-5.2034415,
408,A,FT/084-K5151-P001,FT/084-K5151,,1.62,675.9259259259259,1095,Tout Venant,Non,,6.4323786,-5.1776717,
409,A,FT/084-N5388-P001,FT/084-N5388,,1.24,679.0322580645161,842,Tout Venant,Non,,6.338092,-5.1092694,
410,A,FT/084-A4383-P001,FT/084-A4383,,1.46,678.7671232876712,991,Tout Venant,Non,,6.444948,-5.2219348,
411,A,FT/084-A4381-P001,FT/084-A4381,,1.41,676.5957446808511,954,Tout Venant,Non,,6.4248299,-5.2154148,
412,A,FT/084-A4377-P001,FT/084-A4377,,1.08,676.8518518518518,731,Tout Venant,Non,,6.4254004,-5.2160493,
413,A,FT/084-A4369-P001,FT/084-A4369,,1.05,679.047619047619,713,Tout Venant,Non,,6.4258318,-5.2162025,
414,A,FT/084-A4374-P001,FT/084-A4374,,1.27,677.9527559055118,861,Tout Venant,Non,,6.4250188,-5.2144459,
415,A,FT/084-A4375-P001,FT/084-A4375,,1.24,675.0,837,Tout Venant,Non,,6.4267208,-5.2147281,
416,A,FT/084-A4391-P001,FT/084-A4391,,1.08,675.0,729,Tout Venant,Non,,6.4467355,-5.2215216,
417,A,FT/084-A4376-P001,FT/084-A4376,,1.17,678.6324786324786,794,Tout Venant,Non,,6.4994651,-5.2114055,
418,A,FT/084-A4370-P001,FT/084-A4370,,1.01,674.2574257425742,681,Tout Venant,Non,,6.4360094,-5.2138514,
419,A,FT/084-A4385-P001,FT/084-A4385,,1.59,677.3584905660377,1077,Tout Venant,Non,,6.4448536,-5.2142733,
420,A,FT/084-A4379-P001,FT/084-A4379,,1.52,678.9473684210526,1032,Tout Venant,Non,,6.4482238,-5.2162746,
421,A,FT/084-A4384-P001,FT/084-A4384,,1.65,675.1515151515152,1114,Tout Venant,Non,,6.448572,-5.2157341,
422,A,FT/084-A4393-P001,FT/084-A4393,,1.91,675.9162303664922,1291,Tout Venant,Non,,6.449012,-5.2170895,
423,A,FT/084-A4407-P001,FT/084-A4407,,1.52,676.3157894736842,1028,Tout Venant,Non,,6.4475832,-5.2159272,
424,A,FT/084-A4371-P001,FT/084-A4371,,1.52,676.3157894736842,1028,Tout Venant,Non,,6.4517715,-5.2353532,
425,A,FT/084-A4378-P001,FT/084-A4378,,1.22,674.5901639344263,823,Tout Venant,Non,,6.4501204,-5.222133,
426,A,FT/084-A4406-P001,FT/084-A4406,,1.39,676.2589928057555,940,Tout Venant,Non,,6.4599338,-5.2300519,
427,A,FT/084-A4405-P001,FT/084-A4405,,1.35,675.5555555555555,912,Tout Venant,Non,,6.4577676,-5.2282894,
428,A,FT/084-A4408-P001,FT/084-A4408,,1.26,678.5714285714286,855,Tout Venant,Non,,6.4586373,-5.2292521,
429,A,FT/084-A4404-P001,FT/084-A4404,,1.29,679.8449612403101,877,Tout Venant,Non,,6.4589327,-5.2342294,
430,A,FT/084-A4390-P001,FT/084-A4390,,1.35,677.037037037037,914,Tout Venant,Non,,6.4630457,-5.2337183,
431,A,FT/084-A4400-P001,FT/084-A4400,,1.2,675.8333333333334,811,Tout Venant,Non,,6.4627195,-5.2326234,
432,A,FT/084-A4397-P001,FT/084-A4397,,1.68,675.5952380952381,1135,Tout Venant,Non,,6.4775401,-5.23344,
433,A,FT/084-A4388-P001,FT/084-A4388,,1.59,676.1006289308176,1075,Tout Venant,Non,,6.476838,-5.2336135,
434,A,FT/084-A4392-P001,FT/084-A4392,,1.29,677.5193798449612,874,Tout Venant,Non,,6.4777471,-5.2325845,
435,A,FT/084-A4399-P001,FT/084-A4399,,1.26,676.984126984127,853,Tout Venant,Non,,6.4779042,-5.2349052,
436,A,FT/084-A4387-P001,FT/084-A4387,,1.35,678.5185185185185,916,Tout Venant,Non,,6.4795767,-5.2341108,
437,A,FT/084-A4403-P001,FT/084-A4403,,1.7,674.7058823529412,1147,Tout Venant,Non,,6.4801475,-5.2340677,
438,A,FT/084-A4402-P001,FT/084-A4402,,1.35,676.2962962962963,913,Tout Venant,Non,,6.4805182,-5.232489,
439,A,FT/084-A4401-P001,FT/084-A4401,,1.56,676.2820512820513,1055,Tout Venant,Non,,6.4811841,-5.2396744,
440,A,FT/084-A4394-P001,FT/084-A4394,,1.59,678.6163522012579,1079,Tout Venant,Non,,6.4820129,-5.2381949,
441,A,FT/084-A4409-P001,FT/084-A4409,,1.76,677.2727272727273,1192,Tout Venant,Non,,6.4825396,-5.2382749,
442,A,FT/084-A4411-P001,FT/084-A4411,,1.44,677.0833333333334,975,Tout Venant,Non,,6.4832204,-5.2368068,
443,A,FT/084-A4414-P001,FT/084-A4414,,1.22,677.8688524590164,827,Tout Venant,Non,,6.4835224,-5.2363411,
444,A,FT/084-A2054-P001,FT/084-A2054,,1.41,678.0141843971631,956,Tout Venant,Non,,6.5033909,-5.2279447,
445,A,FT/084-A4373-P001,FT/084-A4373,,1.77,675.1412429378531,1195,Tout Venant,Non,,6.4957685,-5.2269866,
446,A,FT/084-A4380-P001,FT/084-A4380,,1.26,677.7777777777778,854,Tout Venant,Non,,6.4928581,-5.2282021,
447,A,FT/084-A4382-P001,FT/084-A4382,,1.33,675.187969924812,898,Tout Venant,Non,,6.4933126,-5.2285159,
448,A,FT/084-O5489-P001,FT/084-O5489,,1.68,676.7857142857143,1137,Tout Venant,Non,,6.4442478,-5.1542968,
449,A,FT/084-O5493-P001,FT/084-O5493,,1.18,675.4237288135594,797,Tout Venant,Non,,6.4478645,-5.1602534,
450,A,FT/084-O5490-P001,FT/084-O5490,,1.57,677.0700636942674,1063,Tout Venant,Non,,6.4508908,-5.1600359,
451,A,FT/084-O5486-P001,FT/084-O5486,,1.89,676.1904761904763,1278,Tout Venant,Non,,6.4404858,-5.1759592,
452,A,FT/084-O5492-P001,FT/084-O5492,,2.00484467497,674.8652486109658,1353,Tout Venant,Non,,6.4393539,-5.183547,
453,A,FT/084-N5481-P001,FT/084-N5481,,1.23,678.8617886178862,835,Tout Venant,Non,,6.3898422,-5.1056611,
454,A,FT/084-N5473-P001,FT/084-N5473,,1.11,677.4774774774775,752,Tout Venant,Non,,6.3871512,-5.115671,
455,A,FT/084-A2578-P001,FT/084-A2578,,4.24,675.0,2862,Tout Venant,Non,,6.3134357,-5.1489567,
456,A,FT/084-S5506-P001,FT/084-S5506,,2.77207586404,674.9454530704006,1871,Tout Venant,Non,,6.3095701,-5.1582316,
457,A,FT/084-S5508-P001,FT/084-S5508,,1.79,677.0949720670391,1212,Tout Venant,Non,,6.3225167,-5.1683622,
458,A,FT/084-S5496-P001,FT/084-S5496,,1.3,679.2307692307692,883,Tout Venant,Non,,6.3297248,-5.1590764,
459,A,FT/084-S5498-P001,FT/084-S5498,,2.01998687167,674.7568606092751,1363,Tout Venant,Non,,6.3379983,-5.1690896,
460,A,FT/084-S5497-P001,FT/084-S5497,,3.12329662646,674.9278893786161,2108,Tout Venant,Non,,6.3283143,-5.164959,
461,A,FT/084-S1271-P001,FT/084-S1271,,1.01,675.2475247524752,682,Tout Venant,Non,,6.3216357,-5.1684358,
462,A,FT/084-G4984-P001,FT/084-G4984,,1.91,676.4397905759163,1292,Tout Venant,Non,,6.3198822,-5.0985676,
463,A,FT/084-G4994-P001,FT/084-G4994,,1.23,676.4227642276422,832,Tout Venant,Non,,6.3017702,-5.1116453,
464,A,FT/084-G4988-P001,FT/084-G4988,,3.19950629605,674.7916085257988,2159,Tout Venant,Non,,6.3198283,-5.1373534,
465,A,FT/084-G4983-P001,FT/084-G4983,,1.12,675.8928571428571,757,Tout Venant,Non,,6.3115451,-5.1116386,
466,A,FT/084-G4981-P001,FT/084-G4981,,1.66,677.1084337349398,1124,Tout Venant,Non,,6.312051,-5.1108948,
467,A,FT/084-G4982-P001,FT/084-G4982,,2.88523562285,674.814904051676,1947,Tout Venant,Non,,6.33159,-5.1228371,
468,A,FT/084-G4985-P001,FT/084-G4985,,1.15,677.3913043478261,779,Tout Venant,Non,,6.3259887,-5.1126492,
469,A,FT/084-S5501-P001,FT/084-S5501,,1.7,676.4705882352941,1150,Tout Venant,Non,,6.3400918,-5.1639219,
470,A,FT/084-S5499-P001,FT/084-S5499,,2.14302979688,674.7456344775077,1446,Tout Venant,Non,,6.3419455,-5.1649113,
471,A,FT/084-S5502-P001,FT/084-S5502,,1.84,678.2608695652174,1248,Tout Venant,Non,,6.342298,-5.1634037,
472,A,FT/084-S5500-P001,FT/084-S5500,,2.95047200818,674.8072832008154,1991,Tout Venant,Non,,6.3451007,-5.1640313,
473,A,FT/084-S5495-P001,FT/084-S5495,,1.31,677.8625954198473,888,Tout Venant,Non,,6.3335564,-5.1603354,
474,A,FT/084-S5507-P001,FT/084-S5507,,1.95,675.3846153846154,1317,Tout Venant,Non,,6.3305914,-5.1586124,
475,A,FT/084-S5503-P001,FT/084-S5503,,1.97,678.1725888324873,1336,Tout Venant,Non,,6.3257647,-5.1559467,
476,A,FT/084-G4990-P001,FT/084-G4990,,2.16177131703,674.9095006054948,1459,Tout Venant,Non,,6.3115221,-5.1142769,
477,A,FT/084-G4986-P001,FT/084-G4986,,1.03,674.757281553398,695,Tout Venant,Non,,6.3339213,-5.1420885,
478,A,FT/084-G4980-P001,FT/084-G4980,,1.96,677.0408163265306,1327,Tout Venant,Non,,6.3292083,-5.1435815,
479,A,FT/084-G4978-P001,FT/084-G4978,,1.2,675.0,810,Tout Venant,Non,,6.3338362,-5.1468978,
480,A,FT/084-G4989-P001,FT/084-G4989,,1.39,679.136690647482,944,Tout Venant,Non,,6.3334518,-5.14715,
481,A,FT/084-G2692-P001,FT/084-G2692,,1.37,676.6423357664233,927,Tout Venant,Non,,6.3329137,-5.1477729,
482,A,FT/084-G4991-P001,FT/084-G4991,,1.4,679.2857142857143,951,Tout Venant,Non,,6.3083333,-5.1116788,
483,A,FT/084-G4992-P001,FT/084-G4992,,1.7,674.7058823529412,1147,Tout Venant,Non,,6.2983719,-5.1182232,
484,A,FT/084-G4977-P001,FT/084-G4977,,1.97,677.6649746192893,1335,Tout Venant,Non,,6.2991844,-5.1166642,
485,A,FT/084-B4827-P001,FT/084-B4827,,1.54,677.2727272727273,1043,Tout Venant,Non,,6.4077091,-5.0812979,
