numero_ordre,cooperative,code_plantation,code_producteur,autres_codes,superficie_cacao_ha,rendement_kg_ha,estimation_kg,variete_cacao,gerant,nom_gerant,latitude,longitude,donnees_polygonales
2073,A,1030241658-P001,1030241658,,5.4,677.9629629629629,3661,Tout Venant,Non,,6.346251,-5.170894,
2074,A,1030241663-P001,1030241663,,4.4,677.9545454545454,2983,Tout Venant,Non,,6.325335,-5.16772,
2076,A,1030241666-P001,1030241666,,1.7,678.2352941176471,1153,Tout Venant,Non,,6.318295,-5.154754,
2077,A,1030241667-P001,1030241667,,7.5,678.0,5085,Tout Venant,Non,,6.31548,-5.157348,
2078,A,1030241669-P001,1030241669,,3.4,677.9411764705883,2305,Tout Venant,Non,,6.316644,-5.157333,
2079,A,1030241673-P001,1030241673,,3.0,678.0,2034,Tout Venant,Non,,6.337606,-5.158818,
2080,A,1030241676-P001,1030241676,,1.3,677.6923076923076,881,Tout Venant,Non,,6.327207,-5.165498,
2082,A,1030242270-P001,1030242270,,2.6,678.0769230769231,1763,Tout Venant,Non,,6.337894,-5.167942,
2083,A,1030242271-P001,1030242271,,3.9,677.948717948718,2644,Tout Venant,Non,,6.336848,-5.1507,
2084,A,1030242272-P001,1030242272,,3.0,678.0,2034,Tout Venant,Non,,6.345044,-5.164078,
2085,A,1030242273-P001,1030242273,,2.9,677.9310344827586,1966,Tout Venant,Non,,6.334943,-5.146808,
2086,A,1030242275-P001,1030242275,,3.9,677.948717948718,2644,Tout Venant,Non,,6.33802,-5.151831,
2087,A,1030242277-P001,1030242277,,1.4,677.8571428571429,949,Tout Venant,Non,,6.348496,-5.171527,
2088,A,1030243384-P001,1030243384,,0.5,678.0,339,Tout Venant,Non,,6.330011,-5.159252,
2089,A,1030243385-P001,1030243385,,1.6,678.125,1085,Tout Venant,Non,,6.328032,-5.165198,
2090,A,1030243386-P001,1030243386,,1.7,678.2352941176471,1153,Tout Venant,Non,,6.337898,-5.169066,
2091,A,1030243387-P001,1030243387,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.342045,-5.164994,
2092,A,1030243390-P001,1030243390,,1.8,677.7777777777777,1220,Tout Venant,Non,,6.342266,-5.163321,
2093,A,1030243392-P001,1030243392,,2.0,678.0,1356,Tout Venant,Non,,6.331476,-5.14974,
2094,A,1030243394-P001,1030243394,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.309595,-5.158233,
2105,A,1030252595-P001,1030252595,,5.4,715.0,3861,Tout Venant,Non,,6.268944,-5.116779,
2112,A,1030252609-P001,1030252609,,3.7,715.1351351351351,2646,Tout Venant,Non,,6.266912,-5.095695,
2121,A,1030252626-P001,1030252626,,1.3,715.3846153846154,930,Tout Venant,Non,,6.26771,-5.1091,
2237,A,1030282684-P001,1030282684,,0.2,625.0,125,Tout Venant,Non,,6.583253,-5.248246,
2264,A,1030291244-P001,1030291244,,1.7,715.2941176470589,1216,Tout Venant,Non,,6.4024,-5.113602,
2265,A,1030291245-P001,1030291245,,1.2,715.0,858,Tout Venant,Non,,6.405986,-5.111275,
2272,A,1030291255-P001,1030291255,,0.7,715.7142857142858,501,Tout Venant,Non,,6.395185,-5.121858,
2280,A,1030291263-P001,1030291263,,1.9,715.2631578947369,1359,Tout Venant,Non,,6.404131,-5.11752,
2283,A,1030291267-P001,1030291267,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.403129,-5.116209,
2286,A,1030291272-P001,1030291272,,3.4,715.0,2431,Tout Venant,Non,,6.404748,-5.11534,
2308,A,1030291294-P001,1030291294,,3.5,715.1428571428571,2503,Tout Venant,Non,,6.396366,-5.118691,
2321,A,1030292087-P001,1030292087,,1.6,715.0,1144,Tout Venant,Non,,6.40344,-5.122623,
2346,A,1030293127-P001,1030293127,,2.0,715.0,1430,Tout Venant,Non,,6.383317,-5.107851,
2360,A,1030293154-P001,1030293154,,1.7,715.2941176470589,1216,Tout Venant,Non,,6.396705,-5.126874,
2365,A,1030301929-P001,1030301929,,0.4,715.0,286,Tout Venant,Non,,6.351406,-5.122611,
2393,A,1030311866-P001,1030311866,,2.0,678.0,1356,Tout Venant,Non,,6.402335,-5.143333,
2433,A,1030321948-P001,1030321948,,1.2,659.1666666666667,791,Tout Venant,Non,,6.444746,-5.218608,
2487,A,1030332233-P001,1030332233,,3.8,658.9473684210527,2504,Tout Venant,Non,,6.645968,-5.274436,
2496,A,1030342311-P001,1030342311,,0.8,677.5,542,Tout Venant,Non,,6.417548,-5.159163,
2518,A,1030342516-P001,1030342516,,1.7,678.2352941176471,1153,Tout Venant,Non,,6.400745,-5.154601,
2550,A,1030352363-P001,1030352363,,3.2,715.0,2288,Tout Venant,Non,,6.309503,-5.113187,
2596,A,1030373721-P001,1030373721,,3.2,715.0,2288,Tout Venant,Non,,6.340647,-5.105565,
2597,A,1030373722-P001,1030373722,,2.5,715.2,1788,Tout Venant,Non,,6.343924,-5.098648,
2598,A,1030373723-P001,1030373723,,2.9,715.1724137931035,2074,Tout Venant,Non,,6.332841,-5.103444,
2599,A,1030373728-P001,1030373728,,2.6,715.0,1859,Tout Venant,Non,,6.331204,-5.098721,
2600,A,1030373732-P001,1030373732,,1.0,715.0,715,Tout Venant,Non,,6.33601,-5.111661,
2601,A,1030373734-P001,1030373734,,1.0,715.0,715,Tout Venant,Non,,6.343143,-5.098538,
2602,A,10300103444-P001,10300103444,,3.6,678.0555555555555,2441,Tout Venant,Non,,6.375796,-5.272647,
2603,A,10300103447-P001,10300103447,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.38849,-5.270888,
2604,A,10300103448-P001,10300103448,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.43534,-5.255144,
2605,A,10300103449-P001,10300103449,,3.2,678.125,2170,Tout Venant,Non,,6.412004,-5.288248,
2606,A,10300103450-P001,10300103450,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.42597,-5.262605,
2607,A,10300103451-P001,10300103451,,3.0,678.0,2034,Tout Venant,Non,,6.411921,-5.280981,
2608,A,10300103452-P001,10300103452,,3.3,677.8787878787879,2237,Tout Venant,Non,,6.424451,-5.221953,
2609,A,10300103455-P001,10300103455,,2.6,678.0769230769231,1763,Tout Venant,Non,,6.380253,-5.278567,
2610,A,10300103458-P001,10300103458,,7.6,671.0526315789474,5100,Tout Venant,Non,,6.323026,-5.15832,
2611,A,10300103460-P001,10300103460,,5.8,677.9310344827586,3932,Tout Venant,Non,,6.404986,-5.254552,
2612,A,10300103772-P001,10300103772,,1.7,677.6470588235294,1152,Tout Venant,Non,,6.335752,-5.149294,
2613,A,10300103886-P001,10300103886,,3.3,674.8484848484849,2227,Tout Venant,Non,,6.399177,-5.165439,
2620,A,10300103894-P001,10300103894,,3.2,675.0,2160,Tout Venant,Non,,6.404563,-5.150668,
2621,A,10300103896-P001,10300103896,,2.1,675.2380952380952,1418,Tout Venant,Non,,6.418966,-5.165581,
2632,A,10300103907-P001,10300103907,,1.0,675.0,675,Tout Venant,Non,,6.404033,-5.149126,
2633,A,10300103908-P001,10300103908,,3.1,674.8387096774194,2092,Tout Venant,Non,,6.425582,-5.163274,
2635,A,10300103910-P001,10300103910,,0.6,718.3333333333334,431,Tout Venant,Non,,6.40251,-5.153855,
2636,A,10300103911-P001,10300103911,,3.3,675.1515151515152,2228,Tout Venant,Non,,6.42509,-5.160568,
2639,A,10300104068-P001,10300104068,,3.3,677.8787878787879,2237,Tout Venant,Non,,6.292156,-5.135248,
2642,A,10300303464-P001,10300303464,,2.8,677.8571428571429,1898,Tout Venant,Non,,6.396805,-5.247205,
2643,A,10300303465-P001,10300303465,,4.2,668.5714285714286,2808,Tout Venant,Non,,6.420082,-5.315471,
2644,A,10300303466-P001,10300303466,,3.0,678.0,2034,Tout Venant,Non,,6.482017,-5.280993,
2645,A,10300303467-P001,10300303467,,2.1,678.0952380952381,1424,Tout Venant,Non,,6.401435,-5.266867,
2646,A,10300303468-P001,10300303468,,3.1,678.0645161290322,2102,Tout Venant,Non,,6.489708,-5.276769,
2647,A,10300303469-P001,10300303469,,3.3,677.8787878787879,2237,Tout Venant,Non,,6.420635,-5.270639,
2648,A,10300303470-P001,10300303470,,3.9,677.948717948718,2644,Tout Venant,Non,,6.408317,-5.261855,
2649,A,10300303471-P001,10300303471,,4.0,678.0,2712,Tout Venant,Non,,6.402969,-5.279514,
2650,A,10300303472-P001,10300303472,,2.5,678.0,1695,Tout Venant,Non,,6.405936,-5.28334,
2651,A,10300303473-P001,10300303473,,6.0,695.0,4170,Tout Venant,Non,,6.434126,-5.261445,
2652,A,10300303474-P001,10300303474,,2.8,677.8571428571429,1898,Tout Venant,Non,,6.406224,-5.251253,
2653,A,10300303475-P001,10300303475,,2.0,678.0,1356,Tout Venant,Non,,6.39033,-5.255872,
2654,A,10300303476-P001,10300303476,,5.4,694.4444444444443,3750,Tout Venant,Non,,6.47366,-5.276312,
2655,A,10300303477-P001,10300303477,,3.0,678.0,2034,Tout Venant,Non,,6.419154,-5.273258,
2666,A,10300603482-P001,10300603482,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.46596,-5.147164,
2667,A,10300603483-P001,10300603483,,3.5,678.0,2373,Tout Venant,Non,,6.466977,-5.147876,
2668,A,10300703485-P001,10300703485,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.431862,-5.209431,
2669,A,10300703486-P001,10300703486,,3.1,678.0645161290322,2102,Tout Venant,Non,,6.408821,-5.196165,
2679,A,10300803493-P001,10300803493,,2.7,715.1851851851851,1931,Tout Venant,Non,,6.735648,-5.077534,
2680,A,10300803496-P001,10300803496,,4.3,715.1162790697674,3075,Tout Venant,Non,,6.403484,-5.125306,
2681,A,10300803498-P001,10300803498,,3.3,715.1515151515152,2360,Tout Venant,Non,,6.724972,-5.080252,
2682,A,10300803499-P001,10300803499,,3.5,715.1428571428571,2503,Tout Venant,Non,,6.718453,-5.082758,
2683,A,10300803500-P001,10300803500,,2.7,715.1851851851851,1931,Tout Venant,Non,,6.735915,-5.074454,
2684,A,10300803501-P001,10300803501,,3.4,715.0,2431,Tout Venant,Non,,6.73305,-5.069738,
2685,A,10300803502-P001,10300803502,,4.3,715.1162790697674,3075,Tout Venant,Non,,6.419999,-5.134871,
2686,A,10300803503-P001,10300803503,,6.6,715.0,4719,Tout Venant,Non,,6.720842,-5.091521,
2687,A,10300803504-P001,10300803504,,3.1,715.1612903225806,2217,Tout Venant,Non,,6.723108,-5.107974,
2688,A,10300803505-P001,10300803505,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.316594,-5.138118,
2689,A,10300803506-P001,10300803506,,2.5,715.2,1788,Tout Venant,Non,,6.334365,-5.14028,
2690,A,10300803507-P001,10300803507,,3.0,715.0,2145,Tout Venant,Non,,6.335165,-5.138661,
2691,A,10300803508-P001,10300803508,,3.1,715.1612903225806,2217,Tout Venant,Non,,6.336736,-5.146021,
2698,A,10300804000-P001,10300804000,,0.8,715.0,572,Tout Venant,Non,,6.335158,-5.113596,
2716,A,10300804029-P001,10300804029,,1.6,715.0,1144,Tout Venant,Non,,6.422571,-5.118121,
2727,A,10300804041-P001,10300804041,,1.4,715.0,1001,Tout Venant,Non,,6.423214,-5.121621,
2731,A,10300804046-P001,10300804046,,2.2,714.9999999999999,1573,Tout Venant,Non,,6.419861,-5.134835,
2742,A,10300903509-P001,10300903509,,3.9,715.1282051282052,2789,Tout Venant,Non,,6.396245,-5.042447,
2743,A,10301003510-P001,10301003510,,2.6,715.0,1859,Tout Venant,Non,,6.360408,-5.103035,
2744,A,10301003511-P001,10301003511,,5.5,610.9090909090909,3360,Tout Venant,Non,,6.396271,-5.090306,
2745,A,10301003512-P001,10301003512,,3.0,715.0,2145,Tout Venant,Non,,6.362129,-5.093489,
2746,A,10301003513-P001,10301003513,,3.2,678.125,2170,Tout Venant,Non,,6.313224,-5.155947,
2747,A,10301003853-P001,10301003853,,3.1,715.1612903225806,2217,Tout Venant,Non,,6.3555,-5.103767,
2748,A,10301003854-P001,10301003854,,3.3,715.1515151515152,2360,Tout Venant,Non,,6.361841,-5.102457,
2749,A,10301003855-P001,10301003855,,3.2,715.0,2288,Tout Venant,Non,,6.347383,-5.129679,
2750,A,10301003856-P001,10301003856,,1.4,715.0,1001,Tout Venant,Non,,6.354175,-5.11472,
2756,A,10301403531-P001,10301403531,,2.9,658.9655172413793,1911,Tout Venant,Non,,6.464678,-5.147808,
2757,A,10301403532-P001,10301403532,,3.81,659.0551181102362,2511,Tout Venant,Non,,6.4393,-5.131537,
2758,A,10301403533-P001,10301403533,,2.85,658.9473684210526,1878,Tout Venant,Non,,6.496242,-5.138067,
2763,A,10301403968-P001,10301403968,,4.1,659.0243902439025,2702,Tout Venant,Non,,6.497216,-5.149993,
2771,A,10301603841-P001,10301603841,,1.3,715.3846153846154,930,Tout Venant,Non,,6.387873,-5.100533,
2772,A,10301603842-P001,10301603842,,2.4,715.0,1716,Tout Venant,Non,,6.371413,-5.118544,
2773,A,10301603843-P001,10301603843,,2.5,715.2,1788,Tout Venant,Non,,6.359335,-5.116125,
2774,A,10301603844-P001,10301603844,,2.7,714.8148148148148,1930,Tout Venant,Non,,6.348766,-5.115592,
2775,A,10301603846-P001,10301603846,,1.4,715.0,1001,Tout Venant,Non,,6.349783,-5.099614,
2776,A,10301603847-P001,10301603847,,2.0,715.0,1430,Tout Venant,Non,,6.346289,-5.093929,
2777,A,10301603848-P001,10301603848,,1.3,714.6153846153846,929,Tout Venant,Non,,6.348833,-5.099587,
2778,A,10301603849-P001,10301603849,,2.4,715.0,1716,Tout Venant,Non,,6.354805,-5.111994,
2779,A,10301603850-P001,10301603850,,3.0,715.0,2145,Tout Venant,Non,,6.349255,-5.097856,
2780,A,10301603851-P001,10301603851,,7.2,666.8055555555555,4801,Tout Venant,Non,,6.336516,-5.106216,
2782,A,10301603976-P001,10301603976,,0.5,716.0,358,Tout Venant,Non,,6.354203,-5.11295,
2783,A,10301603979-P001,10301603979,,2.4,715.0,1716,Tout Venant,Non,,6.336423,-5.106432,
2784,A,10301603980-P001,10301603980,,0.9,715.5555555555555,644,Tout Venant,Non,,6.337131,-5.106016,
2785,A,10301903534-P001,10301903534,,2.5,659.2,1648,Tout Venant,Non,,6.616628,-5.30651,
2786,A,10301903535-P001,10301903535,,2.5,659.2,1648,Tout Venant,Non,,6.629738,-5.302182,
2787,A,10301903536-P001,10301903536,,3.1,659.0322580645161,2043,Tout Venant,Non,,6.62565,-5.291383,
2796,A,10301903958-P001,10301903958,,7.3,698.6301369863014,5100,Tout Venant,Non,,6.611075,-5.32206,
2798,A,10302103537-P001,10302103537,,3.1,659.0322580645161,2043,Tout Venant,Non,,6.452638,-5.297101,
2799,A,10302103538-P001,10302103538,,2.8,658.9285714285714,1845,Tout Venant,Non,,6.503043,-5.287702,
2800,A,10302103539-P001,10302103539,,2.3,659.1304347826087,1516,Tout Venant,Non,,6.491663,-5.289865,
2801,A,10302103540-P001,10302103540,,2.3,659.1304347826087,1516,Tout Venant,Non,,6.521078,-5.291286,
2802,A,10302203541-P001,10302203541,,3.0,659.0,1977,Tout Venant,Non,,6.454437,-5.249278,
2803,A,10302203542-P001,10302203542,,2.21,658.8235294117648,1456,Tout Venant,Non,,6.498766,-5.221342,
2804,A,10302503857-P001,10302503857,,1.4,715.0,1001,Tout Venant,Non,,6.295206,-5.114709,
2805,A,10302503858-P001,10302503858,,5.8,629.3103448275863,3650,Tout Venant,Non,,6.272389,-5.112805,
2806,A,10302603545-P001,10302603545,,2.8,677.8571428571429,1898,Tout Venant,Non,,6.457376,-5.152661,
2808,A,10302703923-P001,10302703923,,0.3,716.6666666666667,215,Tout Venant,Non,,6.443157,-5.175621,
2820,A,10302903773-P001,10302903773,,3.6,715.0,2574,Tout Venant,Non,,6.407958,-5.096483,
2821,A,10302903774-P001,10302903774,,3.3,714.8484848484849,2359,Tout Venant,Non,,6.408358,-5.082595,
2822,A,10302903775-P001,10302903775,,0.8,715.0,572,Tout Venant,Non,,6.386887,-5.116543,
2823,A,10302903776-P001,10302903776,,1.3,714.6153846153846,929,Tout Venant,Non,,6.401503,-5.107569,
2824,A,10302903777-P001,10302903777,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.39241,-5.115106,
2825,A,10302903778-P001,10302903778,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.385972,-5.130587,
2826,A,10302903779-P001,10302903779,,1.0,715.0,715,Tout Venant,Non,,6.398672,-5.122597,
2827,A,10302903780-P001,10302903780,,1.4,715.0,1001,Tout Venant,Non,,6.402707,-5.110125,
2828,A,10302903781-P001,10302903781,,2.0,715.0,1430,Tout Venant,Non,,6.413096,-5.099686,
2829,A,10302903782-P001,10302903782,,1.6,715.0,1144,Tout Venant,Non,,6.404912,-5.10904,
2830,A,10302903783-P001,10302903783,,2.0,715.0,1430,Tout Venant,Non,,6.339629,-5.095259,
2831,A,10302903784-P001,10302903784,,1.0,715.0,715,Tout Venant,Non,,6.407199,-5.107933,
2832,A,10302903785-P001,10302903785,,2.6,715.0,1859,Tout Venant,Non,,6.398213,-5.115213,
2833,A,10302903786-P001,10302903786,,0.7,714.2857142857143,500,Tout Venant,Non,,6.416536,-5.107614,
2834,A,10302903787-P001,10302903787,,0.7,714.2857142857143,500,Tout Venant,Non,,6.385573,-5.126757,
2835,A,10302903788-P001,10302903788,,0.9,714.4444444444445,643,Tout Venant,Non,,6.405966,-5.102096,
2836,A,10302903789-P001,10302903789,,0.8,715.0,572,Tout Venant,Non,,6.401634,-5.106344,
2837,A,10302903790-P001,10302903790,,1.3,715.3846153846154,930,Tout Venant,Non,,6.402609,-5.101859,
2838,A,10302903791-P001,10302903791,,1.3,714.6153846153846,929,Tout Venant,Non,,6.396993,-5.102314,
2839,A,10302903792-P001,10302903792,,1.0,715.0,715,Tout Venant,Non,,6.403461,-5.100167,
2840,A,10302903793-P001,10302903793,,1.1,714.5454545454545,786,Tout Venant,Non,,6.405773,-5.092371,
2841,A,10302903794-P001,10302903794,,2.5,714.8,1787,Tout Venant,Non,,6.407695,-5.07882,
2842,A,10302903795-P001,10302903795,,1.5,714.6666666666666,1072,Tout Venant,Non,,6.372493,-5.089419,
2843,A,10302903796-P001,10302903796,,5.1,642.1568627450981,3275,Tout Venant,Non,,6.335437,-5.070864,
2844,A,10302903797-P001,10302903797,,2.0,715.0,1430,Tout Venant,Non,,6.407768,-5.084834,
2850,A,10303003986-P001,10303003986,,1.2,715.0,858,Tout Venant,Non,,6.344963,-5.04951,
2856,A,10303103861-P001,10303103861,,2.2,677.7272727272726,1491,Tout Venant,Non,,6.391492,-5.145967,
2862,A,10303103867-P001,10303103867,,5.2,651.9230769230769,3390,Tout Venant,Non,,6.378585,-5.158476,
2863,A,10303103868-P001,10303103868,,1.6,677.5,1084,Tout Venant,Non,,6.405789,-5.140671,
2881,A,10303503558-P001,10303503558,,4.8,715.0,3432,Tout Venant,Non,,6.314959,-5.13268,
2882,A,10303503559-P001,10303503559,,4.8,715.0,3432,Tout Venant,Non,,6.316566,-5.114497,
2883,A,10303503561-P001,10303503561,,3.2,715.0,2288,Tout Venant,Non,,6.312906,-5.11037,
2884,A,10303503562-P001,10303503562,,11.4,715.0,8151,Tout Venant,Non,,6.305823,-5.115597,
2885,A,10303503563-P001,10303503563,,5.5,645.4545454545455,3550,Tout Venant,Non,,6.339009,-5.139733,
2887,A,10303503565-P001,10303503565,,4.2,668.5714285714286,2808,Tout Venant,Non,,6.301985,-5.115264,
2890,A,10303503569-P001,10303503569,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.310215,-5.107793,
2892,A,10303503572-P001,10303503572,,3.5,715.1428571428571,2503,Tout Venant,Non,,6.321626,-5.124073,
2897,A,10303503580-P001,10303503580,,2.6,715.0,1859,Tout Venant,Non,,6.338718,-5.144273,
2899,A,10303503583-P001,10303503583,,3.2,715.0,2288,Tout Venant,Non,,6.30307,-5.11499,
2902,A,10303503586-P001,10303503586,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.304934,-5.114718,
2904,A,10303503588-P001,10303503588,,4.7,695.7446808510638,3270,Tout Venant,Non,,6.323558,-5.135862,
2908,A,10303503593-P001,10303503593,,1.4,715.0,1001,Tout Venant,Non,,6.340834,-5.144899,
2910,A,10303503595-P001,10303503595,,1.0,715.0,715,Tout Venant,Non,,6.300282,-5.112895,
2911,A,10303503823-P001,10303503823,,2.0,715.0,1430,Tout Venant,Non,,6.306087,-5.115706,
2912,A,10303503824-P001,10303503824,,1.8,715.0,1287,Tout Venant,Non,,6.30431,-5.113768,
2913,A,10303503825-P001,10303503825,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.297847,-5.117396,
2914,A,10303503826-P001,10303503826,,1.5,715.3333333333334,1073,Tout Venant,Non,,6.297038,-5.115617,
2915,A,10303503827-P001,10303503827,,1.7,715.2941176470589,1216,Tout Venant,Non,,6.319864,-5.124594,
2916,A,10303503828-P001,10303503828,,2.1,715.2380952380952,1502,Tout Venant,Non,,6.321655,-5.12224,
2917,A,10303503829-P001,10303503829,,2.0,715.0,1430,Tout Venant,Non,,6.315686,-5.112591,
2918,A,10303503830-P001,10303503830,,3.0,715.0,2145,Tout Venant,Non,,6.320192,-5.111288,
2919,A,10303503831-P001,10303503831,,1.4,715.0,1001,Tout Venant,Non,,6.321602,-5.122721,
2920,A,10303503832-P001,10303503832,,1.8,715.0,1287,Tout Venant,Non,,6.315202,-5.132336,
2921,A,10303503835-P001,10303503835,,2.5,715.2,1788,Tout Venant,Non,,6.317721,-5.113409,
2922,A,10303603596-P001,10303603596,,2.51,678.0876494023905,1702,Tout Venant,Non,,6.437692,-5.140314,
2928,A,10304003619-P001,10304003619,,2.6,715.0,1859,Tout Venant,Non,,6.477506,-5.078269,
2929,A,10304003620-P001,10304003620,,3.3,715.1515151515152,2360,Tout Venant,Non,,6.477083,-5.075666,
2930,A,10304003621-P001,10304003621,,2.6,715.0,1859,Tout Venant,Non,,6.478572,-5.077151,
2931,A,10304003798-P001,10304003798,,1.1,714.5454545454545,786,Tout Venant,Non,,6.430411,-5.135409,
2932,A,10304003799-P001,10304003799,,1.5,714.6666666666666,1072,Tout Venant,Non,,6.475096,-5.064496,
2933,A,10304003800-P001,10304003800,,3.4,715.0,2431,Tout Venant,Non,,6.45419,-5.058331,
2934,A,10304003801-P001,10304003801,,3.9,714.8717948717949,2788,Tout Venant,Non,,6.4806,-5.071177,
2935,A,10304003802-P001,10304003802,,3.1,714.8387096774194,2216,Tout Venant,Non,,6.467657,-5.065191,
2936,A,10304003804-P001,10304003804,,0.7,714.2857142857143,500,Tout Venant,Non,,6.468671,-5.066212,
2937,A,10304003805-P001,10304003805,,1.3,714.6153846153846,929,Tout Venant,Non,,6.469514,-5.066636,
2938,A,10304003806-P001,10304003806,,1.4,715.0,1001,Tout Venant,Non,,6.470294,-5.070549,
2939,A,10304003807-P001,10304003807,,2.9,714.8275862068966,2073,Tout Venant,Non,,6.469008,-5.071097,
2940,A,10304003808-P001,10304003808,,1.4,715.0,1001,Tout Venant,Non,,6.468679,-5.068701,
2941,A,10304003809-P001,10304003809,,3.0,715.0,2145,Tout Venant,Non,,6.472048,-5.084829,
2942,A,10304003810-P001,10304003810,,1.2,715.0,858,Tout Venant,Non,,6.473171,-5.082916,
2943,A,10304003811-P001,10304003811,,1.2,720.0,864,Tout Venant,Non,,6.471855,-5.082196,
2944,A,10304003812-P001,10304003812,,1.2,715.0,858,Tout Venant,Non,,6.471263,-5.083108,
2945,A,10304003813-P001,10304003813,,2.3,714.7826086956522,1644,Tout Venant,Non,,6.47345,-5.083988,
2946,A,10304003814-P001,10304003814,,3.7,679.7297297297297,2515,Tout Venant,Non,,6.480693,-5.075621,
2947,A,10304003815-P001,10304003815,,4.0,702.0,2808,Tout Venant,Non,,6.480919,-5.076638,
2948,A,10304003816-P001,10304003816,,6.0,669.1666666666666,4015,Tout Venant,Non,,6.471989,-5.083506,
2949,A,10304003817-P001,10304003817,,3.5,715.1428571428571,2503,Tout Venant,Non,,6.475281,-5.088175,
2950,A,10304003818-P001,10304003818,,4.3,653.0232558139535,2808,Tout Venant,Non,,6.469223,-5.081169,
2951,A,10304003819-P001,10304003819,,3.4,715.0,2431,Tout Venant,Non,,6.468996,-5.072469,
2952,A,10304003820-P001,10304003820,,3.8,715.0,2717,Tout Venant,Non,,6.477002,-5.072743,
2953,A,10304003821-P001,10304003821,,2.7,715.1851851851851,1931,Tout Venant,Non,,6.47062,-5.081252,
2954,A,10304003822-P001,10304003822,,2.5,715.2,1788,Tout Venant,Non,,6.401165,-5.04992,
2955,A,10304103516-P001,10304103516,,2.1,678.0952380952381,1424,Tout Venant,Non,,6.293322,-5.122012,
2956,A,10304103517-P001,10304103517,,2.3,677.8260869565217,1559,Tout Venant,Non,,6.311044,-5.148523,
2958,A,10304103519-P001,10304103519,,3.3,677.8787878787879,2237,Tout Venant,Non,,6.329192,-5.15365,
2959,A,10304103520-P001,10304103520,,3.0,678.0,2034,Tout Venant,Non,,6.327241,-5.15443,
2960,A,10304103521-P001,10304103521,,2.1,678.0952380952381,1424,Tout Venant,Non,,6.29281,-5.123663,
2962,A,10304103523-P001,10304103523,,2.2,678.1818181818181,1492,Tout Venant,Non,,6.319994,-5.118114,
2963,A,10304103524-P001,10304103524,,3.5,678.0,2373,Tout Venant,Non,,6.32931,-5.124217,
2965,A,10304103526-P001,10304103526,,3.0,678.0,2034,Tout Venant,Non,,6.329997,-5.123755,
2967,A,10304303604-P001,10304303604,,3.3,714.8484848484849,2359,Tout Venant,Non,,6.520316,-5.164416,
2968,A,10304303605-P001,10304303605,,1.6,715.0,1144,Tout Venant,Non,,6.515055,-5.162157,
2969,A,10304303606-P001,10304303606,,0.9,714.4444444444445,643,Tout Venant,Non,,6.519388,-5.169596,
2970,A,10304303607-P001,10304303607,,2.0,715.0,1430,Tout Venant,Non,,6.52373,-5.146287,
2971,A,10304303608-P001,10304303608,,0.8,715.0,572,Tout Venant,Non,,6.510058,-5.155906,
2972,A,10304303609-P001,10304303609,,1.6,715.0,1144,Tout Venant,Non,,6.513549,-5.138735,
2973,A,10304303610-P001,10304303610,,0.8,715.0,572,Tout Venant,Non,,6.500742,-5.16104,
2974,A,10304303611-P001,10304303611,,2.0,715.0,1430,Tout Venant,Non,,6.519615,-5.160769,
2975,A,10304303612-P001,10304303612,,1.5,714.6666666666666,1072,Tout Venant,Non,,6.516814,-5.139202,
2976,A,10304303613-P001,10304303613,,1.0,715.0,715,Tout Venant,Non,,6.500841,-5.157443,
2977,A,10304303614-P001,10304303614,,0.4,715.0,286,Tout Venant,Non,,6.516857,-5.162641,
2978,A,10304303615-P001,10304303615,,1.6,715.0,1144,Tout Venant,Non,,6.501396,-5.150375,
2979,A,10304303616-P001,10304303616,,1.3,714.6153846153846,929,Tout Venant,Non,,6.506373,-5.164706,
2980,A,10304303617-P001,10304303617,,2.1,714.7619047619047,1501,Tout Venant,Non,,6.508151,-5.165418,
2981,A,10304303618-P001,10304303618,,0.7,714.2857142857143,500,Tout Venant,Non,,6.507128,-5.164437,
2986,A,10304303880-P001,10304303880,,1.6,715.0,1144,Tout Venant,Non,,6.516698,-5.168266,
2993,A,10304403642-P001,10304403642,,2.4,720.0,1728,Tout Venant,Non,,6.044814,-4.509683,
2994,A,10304403643-P001,10304403643,,2.2,719.9999999999999,1584,Tout Venant,Non,,6.042944,-4.528618,
2995,A,10304403644-P001,10304403644,,5.9,640.6779661016949,3780,Tout Venant,Non,,6.043071,-4.511316,
2996,A,10304403645-P001,10304403645,,8.0,637.5,5100,Tout Venant,Non,,6.064523,-4.540487,
2997,A,10304403646-P001,10304403646,,1.7,720.0,1224,Tout Venant,Non,,6.036713,-4.519166,
2998,A,10304403647-P001,10304403647,,0.8,720.0,576,Tout Venant,Non,,6.07946,-4.602271,
